#<date in matlab serial format>	<date in the format dd mmm yyyy>	<time index>
723166	17 Dec 1979	1001
723167	18 Dec 1979	1002
723168	19 Dec 1979	1003
723169	20 Dec 1979	1004
723170	21 Dec 1979	1005
723173	24 Dec 1979	1006
723175	26 Dec 1979	1007
723176	27 Dec 1979	1008
723177	28 Dec 1979	1009
723180	31 Dec 1979	1010
723182	02 Jan 1980	1011
723183	03 Jan 1980	1012
723184	04 Jan 1980	1013
723187	07 Jan 1980	1014
723188	08 Jan 1980	1015
723189	09 Jan 1980	1016
723190	10 Jan 1980	1017
723191	11 Jan 1980	1018
723194	14 Jan 1980	1019
723195	15 Jan 1980	1020
723196	16 Jan 1980	1021
723197	17 Jan 1980	1022
723198	18 Jan 1980	1023
723201	21 Jan 1980	1024
723202	22 Jan 1980	1025
723203	23 Jan 1980	1026
723204	24 Jan 1980	1027
723205	25 Jan 1980	1028
723208	28 Jan 1980	1029
723209	29 Jan 1980	1030
723210	30 Jan 1980	1031
723211	31 Jan 1980	1032
723212	01 Feb 1980	1033
723215	04 Feb 1980	1034
723216	05 Feb 1980	1035
723217	06 Feb 1980	1036
723218	07 Feb 1980	1037
723219	08 Feb 1980	1038
723222	11 Feb 1980	1039
723223	12 Feb 1980	1040
723224	13 Feb 1980	1041
723225	14 Feb 1980	1042
723226	15 Feb 1980	1043
723230	19 Feb 1980	1044
723231	20 Feb 1980	1045
723232	21 Feb 1980	1046
723233	22 Feb 1980	1047
723236	25 Feb 1980	1048
723237	26 Feb 1980	1049
723238	27 Feb 1980	1050
723239	28 Feb 1980	1051
723240	29 Feb 1980	1052
723243	03 Mar 1980	1053
723244	04 Mar 1980	1054
723245	05 Mar 1980	1055
723246	06 Mar 1980	1056
723247	07 Mar 1980	1057
723250	10 Mar 1980	1058
723251	11 Mar 1980	1059
723252	12 Mar 1980	1060
723253	13 Mar 1980	1061
723254	14 Mar 1980	1062
723257	17 Mar 1980	1063
723258	18 Mar 1980	1064
723259	19 Mar 1980	1065
723260	20 Mar 1980	1066
723261	21 Mar 1980	1067
723264	24 Mar 1980	1068
723265	25 Mar 1980	1069
723266	26 Mar 1980	1070
723267	27 Mar 1980	1071
723268	28 Mar 1980	1072
723271	31 Mar 1980	1073
723272	01 Apr 1980	1074
723273	02 Apr 1980	1075
723274	03 Apr 1980	1076
723278	07 Apr 1980	1077
723279	08 Apr 1980	1078
723280	09 Apr 1980	1079
723281	10 Apr 1980	1080
723282	11 Apr 1980	1081
723285	14 Apr 1980	1082
723286	15 Apr 1980	1083
723287	16 Apr 1980	1084
723288	17 Apr 1980	1085
723289	18 Apr 1980	1086
723292	21 Apr 1980	1087
723293	22 Apr 1980	1088
723294	23 Apr 1980	1089
723295	24 Apr 1980	1090
723296	25 Apr 1980	1091
723299	28 Apr 1980	1092
723300	29 Apr 1980	1093
723301	30 Apr 1980	1094
723302	01 May 1980	1095
723303	02 May 1980	1096
723306	05 May 1980	1097
723307	06 May 1980	1098
723308	07 May 1980	1099
723309	08 May 1980	1100
723310	09 May 1980	1101
723313	12 May 1980	1102
723314	13 May 1980	1103
723315	14 May 1980	1104
723316	15 May 1980	1105
723317	16 May 1980	1106
723320	19 May 1980	1107
723321	20 May 1980	1108
723322	21 May 1980	1109
723323	22 May 1980	1110
723324	23 May 1980	1111
723328	27 May 1980	1112
723329	28 May 1980	1113
723330	29 May 1980	1114
723331	30 May 1980	1115
723334	02 Jun 1980	1116
723335	03 Jun 1980	1117
723336	04 Jun 1980	1118
723337	05 Jun 1980	1119
723338	06 Jun 1980	1120
723341	09 Jun 1980	1121
723342	10 Jun 1980	1122
723343	11 Jun 1980	1123
723344	12 Jun 1980	1124
723345	13 Jun 1980	1125
723348	16 Jun 1980	1126
723349	17 Jun 1980	1127
723350	18 Jun 1980	1128
723351	19 Jun 1980	1129
723352	20 Jun 1980	1130
723355	23 Jun 1980	1131
723356	24 Jun 1980	1132
723357	25 Jun 1980	1133
723358	26 Jun 1980	1134
723359	27 Jun 1980	1135
723362	30 Jun 1980	1136
723363	01 Jul 1980	1137
723364	02 Jul 1980	1138
723365	03 Jul 1980	1139
723369	07 Jul 1980	1140
723370	08 Jul 1980	1141
723371	09 Jul 1980	1142
723372	10 Jul 1980	1143
723373	11 Jul 1980	1144
723376	14 Jul 1980	1145
723377	15 Jul 1980	1146
723378	16 Jul 1980	1147
723379	17 Jul 1980	1148
723380	18 Jul 1980	1149
723383	21 Jul 1980	1150
723384	22 Jul 1980	1151
723385	23 Jul 1980	1152
723386	24 Jul 1980	1153
723387	25 Jul 1980	1154
723390	28 Jul 1980	1155
723391	29 Jul 1980	1156
723392	30 Jul 1980	1157
723393	31 Jul 1980	1158
723394	01 Aug 1980	1159
723397	04 Aug 1980	1160
723398	05 Aug 1980	1161
723399	06 Aug 1980	1162
723400	07 Aug 1980	1163
723401	08 Aug 1980	1164
723404	11 Aug 1980	1165
723405	12 Aug 1980	1166
723406	13 Aug 1980	1167
723407	14 Aug 1980	1168
723408	15 Aug 1980	1169
723411	18 Aug 1980	1170
723412	19 Aug 1980	1171
723413	20 Aug 1980	1172
723414	21 Aug 1980	1173
723415	22 Aug 1980	1174
723418	25 Aug 1980	1175
723419	26 Aug 1980	1176
723420	27 Aug 1980	1177
723421	28 Aug 1980	1178
723422	29 Aug 1980	1179
723426	02 Sep 1980	1180
723427	03 Sep 1980	1181
723428	04 Sep 1980	1182
723429	05 Sep 1980	1183
723432	08 Sep 1980	1184
723433	09 Sep 1980	1185
723434	10 Sep 1980	1186
723435	11 Sep 1980	1187
723436	12 Sep 1980	1188
723439	15 Sep 1980	1189
723440	16 Sep 1980	1190
723441	17 Sep 1980	1191
723442	18 Sep 1980	1192
723443	19 Sep 1980	1193
723446	22 Sep 1980	1194
723447	23 Sep 1980	1195
723448	24 Sep 1980	1196
723449	25 Sep 1980	1197
723450	26 Sep 1980	1198
723453	29 Sep 1980	1199
723454	30 Sep 1980	1200
723455	01 Oct 1980	1201
723456	02 Oct 1980	1202
723457	03 Oct 1980	1203
723460	06 Oct 1980	1204
723461	07 Oct 1980	1205
723462	08 Oct 1980	1206
723463	09 Oct 1980	1207
723464	10 Oct 1980	1208
723467	13 Oct 1980	1209
723468	14 Oct 1980	1210
723469	15 Oct 1980	1211
723470	16 Oct 1980	1212
723471	17 Oct 1980	1213
723474	20 Oct 1980	1214
723475	21 Oct 1980	1215
723476	22 Oct 1980	1216
723477	23 Oct 1980	1217
723478	24 Oct 1980	1218
723481	27 Oct 1980	1219
723482	28 Oct 1980	1220
723483	29 Oct 1980	1221
723484	30 Oct 1980	1222
723485	31 Oct 1980	1223
723488	03 Nov 1980	1224
723490	05 Nov 1980	1225
723491	06 Nov 1980	1226
723492	07 Nov 1980	1227
723495	10 Nov 1980	1228
723496	11 Nov 1980	1229
723497	12 Nov 1980	1230
723498	13 Nov 1980	1231
723499	14 Nov 1980	1232
723502	17 Nov 1980	1233
723503	18 Nov 1980	1234
723504	19 Nov 1980	1235
723505	20 Nov 1980	1236
723506	21 Nov 1980	1237
723509	24 Nov 1980	1238
723510	25 Nov 1980	1239
723511	26 Nov 1980	1240
723513	28 Nov 1980	1241
723516	01 Dec 1980	1242
723517	02 Dec 1980	1243
723518	03 Dec 1980	1244
723519	04 Dec 1980	1245
723520	05 Dec 1980	1246
723523	08 Dec 1980	1247
723524	09 Dec 1980	1248
723525	10 Dec 1980	1249
723526	11 Dec 1980	1250
723527	12 Dec 1980	1251
723530	15 Dec 1980	1252
723531	16 Dec 1980	1253
723532	17 Dec 1980	1254
723533	18 Dec 1980	1255
723534	19 Dec 1980	1256
723537	22 Dec 1980	1257
723538	23 Dec 1980	1258
723539	24 Dec 1980	1259
723541	26 Dec 1980	1260
723544	29 Dec 1980	1261
723545	30 Dec 1980	1262
723546	31 Dec 1980	1263
723548	02 Jan 1981	1264
723551	05 Jan 1981	1265
723552	06 Jan 1981	1266
723553	07 Jan 1981	1267
723554	08 Jan 1981	1268
723555	09 Jan 1981	1269
723558	12 Jan 1981	1270
723559	13 Jan 1981	1271
723560	14 Jan 1981	1272
723561	15 Jan 1981	1273
723562	16 Jan 1981	1274
723565	19 Jan 1981	1275
723566	20 Jan 1981	1276
723567	21 Jan 1981	1277
723568	22 Jan 1981	1278
723569	23 Jan 1981	1279
723572	26 Jan 1981	1280
723573	27 Jan 1981	1281
723574	28 Jan 1981	1282
723575	29 Jan 1981	1283
723576	30 Jan 1981	1284
723579	02 Feb 1981	1285
723580	03 Feb 1981	1286
723581	04 Feb 1981	1287
723582	05 Feb 1981	1288
723583	06 Feb 1981	1289
723586	09 Feb 1981	1290
723587	10 Feb 1981	1291
723588	11 Feb 1981	1292
723589	12 Feb 1981	1293
723590	13 Feb 1981	1294
723594	17 Feb 1981	1295
723595	18 Feb 1981	1296
723596	19 Feb 1981	1297
723597	20 Feb 1981	1298
723600	23 Feb 1981	1299
723601	24 Feb 1981	1300
723602	25 Feb 1981	1301
723603	26 Feb 1981	1302
723604	27 Feb 1981	1303
723607	02 Mar 1981	1304
723608	03 Mar 1981	1305
723609	04 Mar 1981	1306
723610	05 Mar 1981	1307
723611	06 Mar 1981	1308
723614	09 Mar 1981	1309
723615	10 Mar 1981	1310
723616	11 Mar 1981	1311
723617	12 Mar 1981	1312
723618	13 Mar 1981	1313
723621	16 Mar 1981	1314
723622	17 Mar 1981	1315
723623	18 Mar 1981	1316
723624	19 Mar 1981	1317
723625	20 Mar 1981	1318
723628	23 Mar 1981	1319
723629	24 Mar 1981	1320
723630	25 Mar 1981	1321
723631	26 Mar 1981	1322
723632	27 Mar 1981	1323
723635	30 Mar 1981	1324
723636	31 Mar 1981	1325
723637	01 Apr 1981	1326
723638	02 Apr 1981	1327
723639	03 Apr 1981	1328
723642	06 Apr 1981	1329
723643	07 Apr 1981	1330
723644	08 Apr 1981	1331
723645	09 Apr 1981	1332
723646	10 Apr 1981	1333
723649	13 Apr 1981	1334
723650	14 Apr 1981	1335
723651	15 Apr 1981	1336
723652	16 Apr 1981	1337
723656	20 Apr 1981	1338
723657	21 Apr 1981	1339
723658	22 Apr 1981	1340
723659	23 Apr 1981	1341
723660	24 Apr 1981	1342
723663	27 Apr 1981	1343
723664	28 Apr 1981	1344
723665	29 Apr 1981	1345
723666	30 Apr 1981	1346
723667	01 May 1981	1347
723670	04 May 1981	1348
723671	05 May 1981	1349
723672	06 May 1981	1350
723673	07 May 1981	1351
723674	08 May 1981	1352
723677	11 May 1981	1353
723678	12 May 1981	1354
723679	13 May 1981	1355
723680	14 May 1981	1356
723681	15 May 1981	1357
723684	18 May 1981	1358
723685	19 May 1981	1359
723686	20 May 1981	1360
723687	21 May 1981	1361
723688	22 May 1981	1362
723692	26 May 1981	1363
723693	27 May 1981	1364
723694	28 May 1981	1365
723695	29 May 1981	1366
723698	01 Jun 1981	1367
723699	02 Jun 1981	1368
723700	03 Jun 1981	1369
723701	04 Jun 1981	1370
723702	05 Jun 1981	1371
723705	08 Jun 1981	1372
723706	09 Jun 1981	1373
723707	10 Jun 1981	1374
723708	11 Jun 1981	1375
723709	12 Jun 1981	1376
723712	15 Jun 1981	1377
723713	16 Jun 1981	1378
723714	17 Jun 1981	1379
723715	18 Jun 1981	1380
723716	19 Jun 1981	1381
723719	22 Jun 1981	1382
723720	23 Jun 1981	1383
723721	24 Jun 1981	1384
723722	25 Jun 1981	1385
723723	26 Jun 1981	1386
723726	29 Jun 1981	1387
723727	30 Jun 1981	1388
723728	01 Jul 1981	1389
723729	02 Jul 1981	1390
723733	06 Jul 1981	1391
723734	07 Jul 1981	1392
723735	08 Jul 1981	1393
723736	09 Jul 1981	1394
723737	10 Jul 1981	1395
723740	13 Jul 1981	1396
723741	14 Jul 1981	1397
723742	15 Jul 1981	1398
723743	16 Jul 1981	1399
723744	17 Jul 1981	1400
723747	20 Jul 1981	1401
723748	21 Jul 1981	1402
723749	22 Jul 1981	1403
723750	23 Jul 1981	1404
723751	24 Jul 1981	1405
723754	27 Jul 1981	1406
723755	28 Jul 1981	1407
723756	29 Jul 1981	1408
723757	30 Jul 1981	1409
723758	31 Jul 1981	1410
723761	03 Aug 1981	1411
723762	04 Aug 1981	1412
723763	05 Aug 1981	1413
723764	06 Aug 1981	1414
723765	07 Aug 1981	1415
723768	10 Aug 1981	1416
723769	11 Aug 1981	1417
723770	12 Aug 1981	1418
723771	13 Aug 1981	1419
723772	14 Aug 1981	1420
723775	17 Aug 1981	1421
723776	18 Aug 1981	1422
723777	19 Aug 1981	1423
723778	20 Aug 1981	1424
723779	21 Aug 1981	1425
723782	24 Aug 1981	1426
723783	25 Aug 1981	1427
723784	26 Aug 1981	1428
723785	27 Aug 1981	1429
723786	28 Aug 1981	1430
723789	31 Aug 1981	1431
723790	01 Sep 1981	1432
723791	02 Sep 1981	1433
723792	03 Sep 1981	1434
723793	04 Sep 1981	1435
723797	08 Sep 1981	1436
723798	09 Sep 1981	1437
723799	10 Sep 1981	1438
723800	11 Sep 1981	1439
723803	14 Sep 1981	1440
723804	15 Sep 1981	1441
723805	16 Sep 1981	1442
723806	17 Sep 1981	1443
723807	18 Sep 1981	1444
723810	21 Sep 1981	1445
723811	22 Sep 1981	1446
723812	23 Sep 1981	1447
723813	24 Sep 1981	1448
723814	25 Sep 1981	1449
723817	28 Sep 1981	1450
723818	29 Sep 1981	1451
723819	30 Sep 1981	1452
723820	01 Oct 1981	1453
723821	02 Oct 1981	1454
723824	05 Oct 1981	1455
723825	06 Oct 1981	1456
723826	07 Oct 1981	1457
723827	08 Oct 1981	1458
723828	09 Oct 1981	1459
723831	12 Oct 1981	1460
723832	13 Oct 1981	1461
723833	14 Oct 1981	1462
723834	15 Oct 1981	1463
723835	16 Oct 1981	1464
723838	19 Oct 1981	1465
723839	20 Oct 1981	1466
723840	21 Oct 1981	1467
723841	22 Oct 1981	1468
723842	23 Oct 1981	1469
723845	26 Oct 1981	1470
723846	27 Oct 1981	1471
723847	28 Oct 1981	1472
723848	29 Oct 1981	1473
723849	30 Oct 1981	1474
723852	02 Nov 1981	1475
723853	03 Nov 1981	1476
723854	04 Nov 1981	1477
723855	05 Nov 1981	1478
723856	06 Nov 1981	1479
723859	09 Nov 1981	1480
723860	10 Nov 1981	1481
723861	11 Nov 1981	1482
723862	12 Nov 1981	1483
723863	13 Nov 1981	1484
723866	16 Nov 1981	1485
723867	17 Nov 1981	1486
723868	18 Nov 1981	1487
723869	19 Nov 1981	1488
723870	20 Nov 1981	1489
723873	23 Nov 1981	1490
723874	24 Nov 1981	1491
723875	25 Nov 1981	1492
723877	27 Nov 1981	1493
723880	30 Nov 1981	1494
723881	01 Dec 1981	1495
723882	02 Dec 1981	1496
723883	03 Dec 1981	1497
723884	04 Dec 1981	1498
723887	07 Dec 1981	1499
723888	08 Dec 1981	1500
723889	09 Dec 1981	1501
723890	10 Dec 1981	1502
723891	11 Dec 1981	1503
723894	14 Dec 1981	1504
723895	15 Dec 1981	1505
723896	16 Dec 1981	1506
723897	17 Dec 1981	1507
723898	18 Dec 1981	1508
723901	21 Dec 1981	1509
723902	22 Dec 1981	1510
723903	23 Dec 1981	1511
723904	24 Dec 1981	1512
723908	28 Dec 1981	1513
723909	29 Dec 1981	1514
723910	30 Dec 1981	1515
723911	31 Dec 1981	1516
723915	04 Jan 1982	1517
723916	05 Jan 1982	1518
723917	06 Jan 1982	1519
723918	07 Jan 1982	1520
723919	08 Jan 1982	1521
723922	11 Jan 1982	1522
723923	12 Jan 1982	1523
723924	13 Jan 1982	1524
723925	14 Jan 1982	1525
723926	15 Jan 1982	1526
723929	18 Jan 1982	1527
723930	19 Jan 1982	1528
723931	20 Jan 1982	1529
723932	21 Jan 1982	1530
723933	22 Jan 1982	1531
723936	25 Jan 1982	1532
723937	26 Jan 1982	1533
723938	27 Jan 1982	1534
723939	28 Jan 1982	1535
723940	29 Jan 1982	1536
723943	01 Feb 1982	1537
723944	02 Feb 1982	1538
723945	03 Feb 1982	1539
723946	04 Feb 1982	1540
723947	05 Feb 1982	1541
723950	08 Feb 1982	1542
723951	09 Feb 1982	1543
723952	10 Feb 1982	1544
723953	11 Feb 1982	1545
723954	12 Feb 1982	1546
723958	16 Feb 1982	1547
723959	17 Feb 1982	1548
723960	18 Feb 1982	1549
723961	19 Feb 1982	1550
723964	22 Feb 1982	1551
723965	23 Feb 1982	1552
723966	24 Feb 1982	1553
723967	25 Feb 1982	1554
723968	26 Feb 1982	1555
723971	01 Mar 1982	1556
723972	02 Mar 1982	1557
723973	03 Mar 1982	1558
723974	04 Mar 1982	1559
723975	05 Mar 1982	1560
723978	08 Mar 1982	1561
723979	09 Mar 1982	1562
723980	10 Mar 1982	1563
723981	11 Mar 1982	1564
723982	12 Mar 1982	1565
723985	15 Mar 1982	1566
723986	16 Mar 1982	1567
723987	17 Mar 1982	1568
723988	18 Mar 1982	1569
723989	19 Mar 1982	1570
723992	22 Mar 1982	1571
723993	23 Mar 1982	1572
723994	24 Mar 1982	1573
723995	25 Mar 1982	1574
723996	26 Mar 1982	1575
723999	29 Mar 1982	1576
724000	30 Mar 1982	1577
724001	31 Mar 1982	1578
724002	01 Apr 1982	1579
724003	02 Apr 1982	1580
724006	05 Apr 1982	1581
724007	06 Apr 1982	1582
724008	07 Apr 1982	1583
724009	08 Apr 1982	1584
724013	12 Apr 1982	1585
724014	13 Apr 1982	1586
724015	14 Apr 1982	1587
724016	15 Apr 1982	1588
724017	16 Apr 1982	1589
724020	19 Apr 1982	1590
724021	20 Apr 1982	1591
724022	21 Apr 1982	1592
724023	22 Apr 1982	1593
724024	23 Apr 1982	1594
724027	26 Apr 1982	1595
724028	27 Apr 1982	1596
724029	28 Apr 1982	1597
724030	29 Apr 1982	1598
724031	30 Apr 1982	1599
724034	03 May 1982	1600
724035	04 May 1982	1601
724036	05 May 1982	1602
724037	06 May 1982	1603
724038	07 May 1982	1604
724041	10 May 1982	1605
724042	11 May 1982	1606
724043	12 May 1982	1607
724044	13 May 1982	1608
724045	14 May 1982	1609
724048	17 May 1982	1610
724049	18 May 1982	1611
724050	19 May 1982	1612
724051	20 May 1982	1613
724052	21 May 1982	1614
724055	24 May 1982	1615
724056	25 May 1982	1616
724057	26 May 1982	1617
724058	27 May 1982	1618
724059	28 May 1982	1619
724063	01 Jun 1982	1620
724064	02 Jun 1982	1621
724065	03 Jun 1982	1622
724066	04 Jun 1982	1623
724069	07 Jun 1982	1624
724070	08 Jun 1982	1625
724071	09 Jun 1982	1626
724072	10 Jun 1982	1627
724073	11 Jun 1982	1628
724076	14 Jun 1982	1629
724077	15 Jun 1982	1630
724078	16 Jun 1982	1631
724079	17 Jun 1982	1632
724080	18 Jun 1982	1633
724083	21 Jun 1982	1634
724084	22 Jun 1982	1635
724085	23 Jun 1982	1636
724086	24 Jun 1982	1637
724087	25 Jun 1982	1638
724090	28 Jun 1982	1639
724091	29 Jun 1982	1640
724092	30 Jun 1982	1641
724093	01 Jul 1982	1642
724094	02 Jul 1982	1643
724098	06 Jul 1982	1644
724099	07 Jul 1982	1645
724100	08 Jul 1982	1646
724101	09 Jul 1982	1647
724104	12 Jul 1982	1648
724105	13 Jul 1982	1649
724106	14 Jul 1982	1650
724107	15 Jul 1982	1651
724108	16 Jul 1982	1652
724111	19 Jul 1982	1653
724112	20 Jul 1982	1654
724113	21 Jul 1982	1655
724114	22 Jul 1982	1656
724115	23 Jul 1982	1657
724118	26 Jul 1982	1658
724119	27 Jul 1982	1659
724120	28 Jul 1982	1660
724121	29 Jul 1982	1661
724122	30 Jul 1982	1662
724125	02 Aug 1982	1663
724126	03 Aug 1982	1664
724127	04 Aug 1982	1665
724128	05 Aug 1982	1666
724129	06 Aug 1982	1667
724132	09 Aug 1982	1668
724133	10 Aug 1982	1669
724134	11 Aug 1982	1670
724135	12 Aug 1982	1671
724136	13 Aug 1982	1672
724139	16 Aug 1982	1673
724140	17 Aug 1982	1674
724141	18 Aug 1982	1675
724142	19 Aug 1982	1676
724143	20 Aug 1982	1677
724146	23 Aug 1982	1678
724147	24 Aug 1982	1679
724148	25 Aug 1982	1680
724149	26 Aug 1982	1681
724150	27 Aug 1982	1682
724153	30 Aug 1982	1683
724154	31 Aug 1982	1684
724155	01 Sep 1982	1685
724156	02 Sep 1982	1686
724157	03 Sep 1982	1687
724161	07 Sep 1982	1688
724162	08 Sep 1982	1689
724163	09 Sep 1982	1690
724164	10 Sep 1982	1691
724167	13 Sep 1982	1692
724168	14 Sep 1982	1693
724169	15 Sep 1982	1694
724170	16 Sep 1982	1695
724171	17 Sep 1982	1696
724174	20 Sep 1982	1697
724175	21 Sep 1982	1698
724176	22 Sep 1982	1699
724177	23 Sep 1982	1700
724178	24 Sep 1982	1701
724181	27 Sep 1982	1702
724182	28 Sep 1982	1703
724183	29 Sep 1982	1704
724184	30 Sep 1982	1705
724185	01 Oct 1982	1706
724188	04 Oct 1982	1707
724189	05 Oct 1982	1708
724190	06 Oct 1982	1709
724191	07 Oct 1982	1710
724192	08 Oct 1982	1711
724195	11 Oct 1982	1712
724196	12 Oct 1982	1713
724197	13 Oct 1982	1714
724198	14 Oct 1982	1715
724199	15 Oct 1982	1716
724202	18 Oct 1982	1717
724203	19 Oct 1982	1718
724204	20 Oct 1982	1719
724205	21 Oct 1982	1720
724206	22 Oct 1982	1721
724209	25 Oct 1982	1722
724210	26 Oct 1982	1723
724211	27 Oct 1982	1724
724212	28 Oct 1982	1725
724213	29 Oct 1982	1726
724216	01 Nov 1982	1727
724217	02 Nov 1982	1728
724218	03 Nov 1982	1729
724219	04 Nov 1982	1730
724220	05 Nov 1982	1731
724223	08 Nov 1982	1732
724224	09 Nov 1982	1733
724225	10 Nov 1982	1734
724226	11 Nov 1982	1735
724227	12 Nov 1982	1736
724230	15 Nov 1982	1737
724231	16 Nov 1982	1738
724232	17 Nov 1982	1739
724233	18 Nov 1982	1740
724234	19 Nov 1982	1741
724237	22 Nov 1982	1742
724238	23 Nov 1982	1743
724239	24 Nov 1982	1744
724241	26 Nov 1982	1745
724244	29 Nov 1982	1746
724245	30 Nov 1982	1747
724246	01 Dec 1982	1748
724247	02 Dec 1982	1749
724248	03 Dec 1982	1750
724251	06 Dec 1982	1751
724252	07 Dec 1982	1752
724253	08 Dec 1982	1753
724254	09 Dec 1982	1754
724255	10 Dec 1982	1755
724258	13 Dec 1982	1756
724259	14 Dec 1982	1757
724260	15 Dec 1982	1758
724261	16 Dec 1982	1759
724262	17 Dec 1982	1760
724265	20 Dec 1982	1761
724266	21 Dec 1982	1762
724267	22 Dec 1982	1763
724268	23 Dec 1982	1764
724272	27 Dec 1982	1765
724273	28 Dec 1982	1766
724274	29 Dec 1982	1767
724275	30 Dec 1982	1768
724276	31 Dec 1982	1769
724279	03 Jan 1983	1770
724280	04 Jan 1983	1771
724281	05 Jan 1983	1772
724282	06 Jan 1983	1773
724283	07 Jan 1983	1774
724286	10 Jan 1983	1775
724287	11 Jan 1983	1776
724288	12 Jan 1983	1777
724289	13 Jan 1983	1778
724290	14 Jan 1983	1779
724293	17 Jan 1983	1780
724294	18 Jan 1983	1781
724295	19 Jan 1983	1782
724296	20 Jan 1983	1783
724297	21 Jan 1983	1784
724300	24 Jan 1983	1785
724301	25 Jan 1983	1786
724302	26 Jan 1983	1787
724303	27 Jan 1983	1788
724304	28 Jan 1983	1789
724307	31 Jan 1983	1790
724308	01 Feb 1983	1791
724309	02 Feb 1983	1792
724310	03 Feb 1983	1793
724311	04 Feb 1983	1794
724314	07 Feb 1983	1795
724315	08 Feb 1983	1796
724316	09 Feb 1983	1797
724317	10 Feb 1983	1798
724318	11 Feb 1983	1799
724321	14 Feb 1983	1800
724322	15 Feb 1983	1801
724323	16 Feb 1983	1802
724324	17 Feb 1983	1803
724325	18 Feb 1983	1804
724329	22 Feb 1983	1805
724330	23 Feb 1983	1806
724331	24 Feb 1983	1807
724332	25 Feb 1983	1808
724335	28 Feb 1983	1809
724336	01 Mar 1983	1810
724337	02 Mar 1983	1811
724338	03 Mar 1983	1812
724339	04 Mar 1983	1813
724342	07 Mar 1983	1814
724343	08 Mar 1983	1815
724344	09 Mar 1983	1816
724345	10 Mar 1983	1817
724346	11 Mar 1983	1818
724349	14 Mar 1983	1819
724350	15 Mar 1983	1820
724351	16 Mar 1983	1821
724352	17 Mar 1983	1822
724353	18 Mar 1983	1823
724356	21 Mar 1983	1824
724357	22 Mar 1983	1825
724358	23 Mar 1983	1826
724359	24 Mar 1983	1827
724360	25 Mar 1983	1828
724363	28 Mar 1983	1829
724364	29 Mar 1983	1830
724365	30 Mar 1983	1831
724366	31 Mar 1983	1832
724370	04 Apr 1983	1833
724371	05 Apr 1983	1834
724372	06 Apr 1983	1835
724373	07 Apr 1983	1836
724374	08 Apr 1983	1837
724377	11 Apr 1983	1838
724378	12 Apr 1983	1839
724379	13 Apr 1983	1840
724380	14 Apr 1983	1841
724381	15 Apr 1983	1842
724384	18 Apr 1983	1843
724385	19 Apr 1983	1844
724386	20 Apr 1983	1845
724387	21 Apr 1983	1846
724388	22 Apr 1983	1847
724391	25 Apr 1983	1848
724392	26 Apr 1983	1849
724393	27 Apr 1983	1850
724394	28 Apr 1983	1851
724395	29 Apr 1983	1852
724398	02 May 1983	1853
724399	03 May 1983	1854
724400	04 May 1983	1855
724401	05 May 1983	1856
724402	06 May 1983	1857
724405	09 May 1983	1858
724406	10 May 1983	1859
724407	11 May 1983	1860
724408	12 May 1983	1861
724409	13 May 1983	1862
724412	16 May 1983	1863
724413	17 May 1983	1864
724414	18 May 1983	1865
724415	19 May 1983	1866
724416	20 May 1983	1867
724419	23 May 1983	1868
724420	24 May 1983	1869
724421	25 May 1983	1870
724422	26 May 1983	1871
724423	27 May 1983	1872
724427	31 May 1983	1873
724428	01 Jun 1983	1874
724429	02 Jun 1983	1875
724430	03 Jun 1983	1876
724433	06 Jun 1983	1877
724434	07 Jun 1983	1878
724435	08 Jun 1983	1879
724436	09 Jun 1983	1880
724437	10 Jun 1983	1881
724440	13 Jun 1983	1882
724441	14 Jun 1983	1883
724442	15 Jun 1983	1884
724443	16 Jun 1983	1885
724444	17 Jun 1983	1886
724447	20 Jun 1983	1887
724448	21 Jun 1983	1888
724449	22 Jun 1983	1889
724450	23 Jun 1983	1890
724451	24 Jun 1983	1891
724454	27 Jun 1983	1892
724455	28 Jun 1983	1893
724456	29 Jun 1983	1894
724457	30 Jun 1983	1895
724458	01 Jul 1983	1896
724462	05 Jul 1983	1897
724463	06 Jul 1983	1898
724464	07 Jul 1983	1899
724465	08 Jul 1983	1900
724468	11 Jul 1983	1901
724469	12 Jul 1983	1902
724470	13 Jul 1983	1903
724471	14 Jul 1983	1904
724472	15 Jul 1983	1905
724475	18 Jul 1983	1906
724476	19 Jul 1983	1907
724477	20 Jul 1983	1908
724478	21 Jul 1983	1909
724479	22 Jul 1983	1910
724482	25 Jul 1983	1911
724483	26 Jul 1983	1912
724484	27 Jul 1983	1913
724485	28 Jul 1983	1914
724486	29 Jul 1983	1915
724489	01 Aug 1983	1916
724490	02 Aug 1983	1917
724491	03 Aug 1983	1918
724492	04 Aug 1983	1919
724493	05 Aug 1983	1920
724496	08 Aug 1983	1921
724497	09 Aug 1983	1922
