#<date in matlab serial format>	<date in the format dd mmm yyyy>	<time index>
732483	20 Jun 2005	7439
732484	21 Jun 2005	7440
732485	22 Jun 2005	7441
732486	23 Jun 2005	7442
732487	24 Jun 2005	7443
732490	27 Jun 2005	7444
732491	28 Jun 2005	7445
732492	29 Jun 2005	7446
732493	30 Jun 2005	7447
732494	01 Jul 2005	7448
732498	05 Jul 2005	7449
732499	06 Jul 2005	7450
732500	07 Jul 2005	7451
732501	08 Jul 2005	7452
732504	11 Jul 2005	7453
732505	12 Jul 2005	7454
732506	13 Jul 2005	7455
732507	14 Jul 2005	7456
732508	15 Jul 2005	7457
732511	18 Jul 2005	7458
732512	19 Jul 2005	7459
732513	20 Jul 2005	7460
732514	21 Jul 2005	7461
732515	22 Jul 2005	7462
732518	25 Jul 2005	7463
732519	26 Jul 2005	7464
732520	27 Jul 2005	7465
732521	28 Jul 2005	7466
732522	29 Jul 2005	7467
732525	01 Aug 2005	7468
732526	02 Aug 2005	7469
732527	03 Aug 2005	7470
732528	04 Aug 2005	7471
732529	05 Aug 2005	7472
732532	08 Aug 2005	7473
732533	09 Aug 2005	7474
732534	10 Aug 2005	7475
732535	11 Aug 2005	7476
732536	12 Aug 2005	7477
732539	15 Aug 2005	7478
732540	16 Aug 2005	7479
732541	17 Aug 2005	7480
732542	18 Aug 2005	7481
732543	19 Aug 2005	7482
732546	22 Aug 2005	7483
732547	23 Aug 2005	7484
732548	24 Aug 2005	7485
732549	25 Aug 2005	7486
732550	26 Aug 2005	7487
732553	29 Aug 2005	7488
732554	30 Aug 2005	7489
732555	31 Aug 2005	7490
732556	01 Sep 2005	7491
732557	02 Sep 2005	7492
732561	06 Sep 2005	7493
732562	07 Sep 2005	7494
732563	08 Sep 2005	7495
732564	09 Sep 2005	7496
732567	12 Sep 2005	7497
732568	13 Sep 2005	7498
732569	14 Sep 2005	7499
732570	15 Sep 2005	7500
732571	16 Sep 2005	7501
732574	19 Sep 2005	7502
732575	20 Sep 2005	7503
732576	21 Sep 2005	7504
732577	22 Sep 2005	7505
732578	23 Sep 2005	7506
732581	26 Sep 2005	7507
732582	27 Sep 2005	7508
732583	28 Sep 2005	7509
732584	29 Sep 2005	7510
732585	30 Sep 2005	7511
732588	03 Oct 2005	7512
732589	04 Oct 2005	7513
732590	05 Oct 2005	7514
732591	06 Oct 2005	7515
732592	07 Oct 2005	7516
732595	10 Oct 2005	7517
732596	11 Oct 2005	7518
732597	12 Oct 2005	7519
732598	13 Oct 2005	7520
732599	14 Oct 2005	7521
732602	17 Oct 2005	7522
732603	18 Oct 2005	7523
732604	19 Oct 2005	7524
732605	20 Oct 2005	7525
732606	21 Oct 2005	7526
732609	24 Oct 2005	7527
732610	25 Oct 2005	7528
732611	26 Oct 2005	7529
732612	27 Oct 2005	7530
732613	28 Oct 2005	7531
732616	31 Oct 2005	7532
732617	01 Nov 2005	7533
732618	02 Nov 2005	7534
732619	03 Nov 2005	7535
732620	04 Nov 2005	7536
732623	07 Nov 2005	7537
732624	08 Nov 2005	7538
732625	09 Nov 2005	7539
732626	10 Nov 2005	7540
732627	11 Nov 2005	7541
732630	14 Nov 2005	7542
732631	15 Nov 2005	7543
732632	16 Nov 2005	7544
732633	17 Nov 2005	7545
732634	18 Nov 2005	7546
732637	21 Nov 2005	7547
732638	22 Nov 2005	7548
732639	23 Nov 2005	7549
732641	25 Nov 2005	7550
732644	28 Nov 2005	7551
732645	29 Nov 2005	7552
732646	30 Nov 2005	7553
732647	01 Dec 2005	7554
732648	02 Dec 2005	7555
732651	05 Dec 2005	7556
732652	06 Dec 2005	7557
732653	07 Dec 2005	7558
732654	08 Dec 2005	7559
732655	09 Dec 2005	7560
732658	12 Dec 2005	7561
732659	13 Dec 2005	7562
732660	14 Dec 2005	7563
732661	15 Dec 2005	7564
732662	16 Dec 2005	7565
732665	19 Dec 2005	7566
732666	20 Dec 2005	7567
732667	21 Dec 2005	7568
732668	22 Dec 2005	7569
732669	23 Dec 2005	7570
732673	27 Dec 2005	7571
732674	28 Dec 2005	7572
732675	29 Dec 2005	7573
732676	30 Dec 2005	7574
732680	03 Jan 2006	7575
732681	04 Jan 2006	7576
732682	05 Jan 2006	7577
732683	06 Jan 2006	7578
732686	09 Jan 2006	7579
732687	10 Jan 2006	7580
732688	11 Jan 2006	7581
732689	12 Jan 2006	7582
732690	13 Jan 2006	7583
732694	17 Jan 2006	7584
732695	18 Jan 2006	7585
732696	19 Jan 2006	7586
732697	20 Jan 2006	7587
732700	23 Jan 2006	7588
732701	24 Jan 2006	7589
732702	25 Jan 2006	7590
732703	26 Jan 2006	7591
732704	27 Jan 2006	7592
732707	30 Jan 2006	7593
732708	31 Jan 2006	7594
732709	01 Feb 2006	7595
732710	02 Feb 2006	7596
732711	03 Feb 2006	7597
732714	06 Feb 2006	7598
732715	07 Feb 2006	7599
732716	08 Feb 2006	7600
732717	09 Feb 2006	7601
732718	10 Feb 2006	7602
732721	13 Feb 2006	7603
732722	14 Feb 2006	7604
732723	15 Feb 2006	7605
732724	16 Feb 2006	7606
732725	17 Feb 2006	7607
732729	21 Feb 2006	7608
732730	22 Feb 2006	7609
732731	23 Feb 2006	7610
732732	24 Feb 2006	7611
732735	27 Feb 2006	7612
732736	28 Feb 2006	7613
732737	01 Mar 2006	7614
732738	02 Mar 2006	7615
732739	03 Mar 2006	7616
732742	06 Mar 2006	7617
732743	07 Mar 2006	7618
732744	08 Mar 2006	7619
732745	09 Mar 2006	7620
732746	10 Mar 2006	7621
732749	13 Mar 2006	7622
732750	14 Mar 2006	7623
732751	15 Mar 2006	7624
732752	16 Mar 2006	7625
732753	17 Mar 2006	7626
732756	20 Mar 2006	7627
732757	21 Mar 2006	7628
732758	22 Mar 2006	7629
732759	23 Mar 2006	7630
732760	24 Mar 2006	7631
732763	27 Mar 2006	7632
732764	28 Mar 2006	7633
732765	29 Mar 2006	7634
732766	30 Mar 2006	7635
732767	31 Mar 2006	7636
732770	03 Apr 2006	7637
732771	04 Apr 2006	7638
732772	05 Apr 2006	7639
732773	06 Apr 2006	7640
732774	07 Apr 2006	7641
732777	10 Apr 2006	7642
732778	11 Apr 2006	7643
732779	12 Apr 2006	7644
732780	13 Apr 2006	7645
732784	17 Apr 2006	7646
732785	18 Apr 2006	7647
732786	19 Apr 2006	7648
732787	20 Apr 2006	7649
732788	21 Apr 2006	7650
732791	24 Apr 2006	7651
732792	25 Apr 2006	7652
732793	26 Apr 2006	7653
732794	27 Apr 2006	7654
732795	28 Apr 2006	7655
732798	01 May 2006	7656
732799	02 May 2006	7657
732800	03 May 2006	7658
732801	04 May 2006	7659
732802	05 May 2006	7660
732805	08 May 2006	7661
732806	09 May 2006	7662
732807	10 May 2006	7663
732808	11 May 2006	7664
732809	12 May 2006	7665
732812	15 May 2006	7666
732813	16 May 2006	7667
732814	17 May 2006	7668
732815	18 May 2006	7669
732816	19 May 2006	7670
732819	22 May 2006	7671
732820	23 May 2006	7672
732821	24 May 2006	7673
732822	25 May 2006	7674
732823	26 May 2006	7675
732827	30 May 2006	7676
732828	31 May 2006	7677
732829	01 Jun 2006	7678
732830	02 Jun 2006	7679
732833	05 Jun 2006	7680
732834	06 Jun 2006	7681
732835	07 Jun 2006	7682
732836	08 Jun 2006	7683
732837	09 Jun 2006	7684
732840	12 Jun 2006	7685
732841	13 Jun 2006	7686
732842	14 Jun 2006	7687
732843	15 Jun 2006	7688
732844	16 Jun 2006	7689
732847	19 Jun 2006	7690
732848	20 Jun 2006	7691
732849	21 Jun 2006	7692
732850	22 Jun 2006	7693
732851	23 Jun 2006	7694
732854	26 Jun 2006	7695
732855	27 Jun 2006	7696
732856	28 Jun 2006	7697
732857	29 Jun 2006	7698
732858	30 Jun 2006	7699
732861	03 Jul 2006	7700
732863	05 Jul 2006	7701
732864	06 Jul 2006	7702
732865	07 Jul 2006	7703
732868	10 Jul 2006	7704
732869	11 Jul 2006	7705
732870	12 Jul 2006	7706
732871	13 Jul 2006	7707
732872	14 Jul 2006	7708
732875	17 Jul 2006	7709
732876	18 Jul 2006	7710
732877	19 Jul 2006	7711
732878	20 Jul 2006	7712
732879	21 Jul 2006	7713
732882	24 Jul 2006	7714
732883	25 Jul 2006	7715
732884	26 Jul 2006	7716
732885	27 Jul 2006	7717
732886	28 Jul 2006	7718
732889	31 Jul 2006	7719
732890	01 Aug 2006	7720
732891	02 Aug 2006	7721
732892	03 Aug 2006	7722
732893	04 Aug 2006	7723
732896	07 Aug 2006	7724
732897	08 Aug 2006	7725
732898	09 Aug 2006	7726
732899	10 Aug 2006	7727
732900	11 Aug 2006	7728
732903	14 Aug 2006	7729
732904	15 Aug 2006	7730
732905	16 Aug 2006	7731
732906	17 Aug 2006	7732
732907	18 Aug 2006	7733
732910	21 Aug 2006	7734
732911	22 Aug 2006	7735
732912	23 Aug 2006	7736
732913	24 Aug 2006	7737
732914	25 Aug 2006	7738
732917	28 Aug 2006	7739
732918	29 Aug 2006	7740
732919	30 Aug 2006	7741
732920	31 Aug 2006	7742
732921	01 Sep 2006	7743
732925	05 Sep 2006	7744
732926	06 Sep 2006	7745
732927	07 Sep 2006	7746
732928	08 Sep 2006	7747
732931	11 Sep 2006	7748
732932	12 Sep 2006	7749
732933	13 Sep 2006	7750
732934	14 Sep 2006	7751
732935	15 Sep 2006	7752
732938	18 Sep 2006	7753
732939	19 Sep 2006	7754
732940	20 Sep 2006	7755
732941	21 Sep 2006	7756
732942	22 Sep 2006	7757
732945	25 Sep 2006	7758
732946	26 Sep 2006	7759
732947	27 Sep 2006	7760
732948	28 Sep 2006	7761
732949	29 Sep 2006	7762
732952	02 Oct 2006	7763
732953	03 Oct 2006	7764
732954	04 Oct 2006	7765
732955	05 Oct 2006	7766
732956	06 Oct 2006	7767
732959	09 Oct 2006	7768
732960	10 Oct 2006	7769
732961	11 Oct 2006	7770
732962	12 Oct 2006	7771
732963	13 Oct 2006	7772
732966	16 Oct 2006	7773
732967	17 Oct 2006	7774
732968	18 Oct 2006	7775
732969	19 Oct 2006	7776
732970	20 Oct 2006	7777
732973	23 Oct 2006	7778
732974	24 Oct 2006	7779
732975	25 Oct 2006	7780
732976	26 Oct 2006	7781
732977	27 Oct 2006	7782
732980	30 Oct 2006	7783
732981	31 Oct 2006	7784
732982	01 Nov 2006	7785
732983	02 Nov 2006	7786
732984	03 Nov 2006	7787
732987	06 Nov 2006	7788
732988	07 Nov 2006	7789
732989	08 Nov 2006	7790
732990	09 Nov 2006	7791
732991	10 Nov 2006	7792
732994	13 Nov 2006	7793
732995	14 Nov 2006	7794
732996	15 Nov 2006	7795
732997	16 Nov 2006	7796
732998	17 Nov 2006	7797
733001	20 Nov 2006	7798
733002	21 Nov 2006	7799
733003	22 Nov 2006	7800
733005	24 Nov 2006	7801
733008	27 Nov 2006	7802
733009	28 Nov 2006	7803
733010	29 Nov 2006	7804
733011	30 Nov 2006	7805
733012	01 Dec 2006	7806
733015	04 Dec 2006	7807
733016	05 Dec 2006	7808
733017	06 Dec 2006	7809
733018	07 Dec 2006	7810
733019	08 Dec 2006	7811
733022	11 Dec 2006	7812
733023	12 Dec 2006	7813
733024	13 Dec 2006	7814
733025	14 Dec 2006	7815
733026	15 Dec 2006	7816
733029	18 Dec 2006	7817
733030	19 Dec 2006	7818
733031	20 Dec 2006	7819
733032	21 Dec 2006	7820
733033	22 Dec 2006	7821
733037	26 Dec 2006	7822
733038	27 Dec 2006	7823
733039	28 Dec 2006	7824
733040	29 Dec 2006	7825
733045	03 Jan 2007	7826
733046	04 Jan 2007	7827
733047	05 Jan 2007	7828
733050	08 Jan 2007	7829
733051	09 Jan 2007	7830
733052	10 Jan 2007	7831
733053	11 Jan 2007	7832
733054	12 Jan 2007	7833
733058	16 Jan 2007	7834
733059	17 Jan 2007	7835
733060	18 Jan 2007	7836
733061	19 Jan 2007	7837
733064	22 Jan 2007	7838
733065	23 Jan 2007	7839
733066	24 Jan 2007	7840
733067	25 Jan 2007	7841
733068	26 Jan 2007	7842
733071	29 Jan 2007	7843
733072	30 Jan 2007	7844
733073	31 Jan 2007	7845
733074	01 Feb 2007	7846
733075	02 Feb 2007	7847
733078	05 Feb 2007	7848
733079	06 Feb 2007	7849
733080	07 Feb 2007	7850
733081	08 Feb 2007	7851
733082	09 Feb 2007	7852
733085	12 Feb 2007	7853
733086	13 Feb 2007	7854
733087	14 Feb 2007	7855
733088	15 Feb 2007	7856
733089	16 Feb 2007	7857
733093	20 Feb 2007	7858
733094	21 Feb 2007	7859
733095	22 Feb 2007	7860
733096	23 Feb 2007	7861
733099	26 Feb 2007	7862
733100	27 Feb 2007	7863
733101	28 Feb 2007	7864
733102	01 Mar 2007	7865
733103	02 Mar 2007	7866
733106	05 Mar 2007	7867
733107	06 Mar 2007	7868
733108	07 Mar 2007	7869
733109	08 Mar 2007	7870
733110	09 Mar 2007	7871
733113	12 Mar 2007	7872
733114	13 Mar 2007	7873
733115	14 Mar 2007	7874
733116	15 Mar 2007	7875
733117	16 Mar 2007	7876
733120	19 Mar 2007	7877
733121	20 Mar 2007	7878
733122	21 Mar 2007	7879
733123	22 Mar 2007	7880
733124	23 Mar 2007	7881
733127	26 Mar 2007	7882
733128	27 Mar 2007	7883
733129	28 Mar 2007	7884
733130	29 Mar 2007	7885
733131	30 Mar 2007	7886
733134	02 Apr 2007	7887
733135	03 Apr 2007	7888
733136	04 Apr 2007	7889
733137	05 Apr 2007	7890
733141	09 Apr 2007	7891
733142	10 Apr 2007	7892
733143	11 Apr 2007	7893
733144	12 Apr 2007	7894
733145	13 Apr 2007	7895
733148	16 Apr 2007	7896
733149	17 Apr 2007	7897
733150	18 Apr 2007	7898
733151	19 Apr 2007	7899
733152	20 Apr 2007	7900
733155	23 Apr 2007	7901
733156	24 Apr 2007	7902
733157	25 Apr 2007	7903
733158	26 Apr 2007	7904
733159	27 Apr 2007	7905
733162	30 Apr 2007	7906
733163	01 May 2007	7907
733164	02 May 2007	7908
733165	03 May 2007	7909
733166	04 May 2007	7910
733169	07 May 2007	7911
733170	08 May 2007	7912
733171	09 May 2007	7913
733172	10 May 2007	7914
733173	11 May 2007	7915
733176	14 May 2007	7916
733177	15 May 2007	7917
733178	16 May 2007	7918
733179	17 May 2007	7919
733180	18 May 2007	7920
733183	21 May 2007	7921
733184	22 May 2007	7922
733185	23 May 2007	7923
733186	24 May 2007	7924
733187	25 May 2007	7925
733191	29 May 2007	7926
733192	30 May 2007	7927
733193	31 May 2007	7928
733194	01 Jun 2007	7929
733197	04 Jun 2007	7930
733198	05 Jun 2007	7931
733199	06 Jun 2007	7932
733200	07 Jun 2007	7933
733201	08 Jun 2007	7934
733204	11 Jun 2007	7935
733205	12 Jun 2007	7936
733206	13 Jun 2007	7937
733207	14 Jun 2007	7938
733208	15 Jun 2007	7939
733211	18 Jun 2007	7940
733212	19 Jun 2007	7941
733213	20 Jun 2007	7942
733214	21 Jun 2007	7943
733215	22 Jun 2007	7944
733218	25 Jun 2007	7945
733219	26 Jun 2007	7946
733220	27 Jun 2007	7947
733221	28 Jun 2007	7948
733222	29 Jun 2007	7949
733225	02 Jul 2007	7950
733226	03 Jul 2007	7951
733228	05 Jul 2007	7952
733229	06 Jul 2007	7953
733232	09 Jul 2007	7954
733233	10 Jul 2007	7955
733234	11 Jul 2007	7956
733235	12 Jul 2007	7957
733236	13 Jul 2007	7958
733239	16 Jul 2007	7959
733240	17 Jul 2007	7960
733241	18 Jul 2007	7961
733242	19 Jul 2007	7962
733243	20 Jul 2007	7963
733246	23 Jul 2007	7964
733247	24 Jul 2007	7965
733248	25 Jul 2007	7966
733249	26 Jul 2007	7967
733250	27 Jul 2007	7968
733253	30 Jul 2007	7969
733254	31 Jul 2007	7970
733255	01 Aug 2007	7971
733256	02 Aug 2007	7972
733257	03 Aug 2007	7973
733260	06 Aug 2007	7974
733261	07 Aug 2007	7975
733262	08 Aug 2007	7976
733263	09 Aug 2007	7977
733264	10 Aug 2007	7978
733267	13 Aug 2007	7979
733268	14 Aug 2007	7980
733269	15 Aug 2007	7981
733270	16 Aug 2007	7982
733271	17 Aug 2007	7983
733274	20 Aug 2007	7984
733275	21 Aug 2007	7985
733276	22 Aug 2007	7986
733277	23 Aug 2007	7987
733278	24 Aug 2007	7988
733281	27 Aug 2007	7989
733282	28 Aug 2007	7990
733283	29 Aug 2007	7991
733284	30 Aug 2007	7992
733285	31 Aug 2007	7993
733289	04 Sep 2007	7994
733290	05 Sep 2007	7995
733291	06 Sep 2007	7996
733292	07 Sep 2007	7997
733295	10 Sep 2007	7998
733296	11 Sep 2007	7999
733297	12 Sep 2007	8000
733298	13 Sep 2007	8001
733299	14 Sep 2007	8002
733302	17 Sep 2007	8003
733303	18 Sep 2007	8004
733304	19 Sep 2007	8005
733305	20 Sep 2007	8006
733306	21 Sep 2007	8007
733309	24 Sep 2007	8008
733310	25 Sep 2007	8009
733311	26 Sep 2007	8010
733312	27 Sep 2007	8011
733313	28 Sep 2007	8012
733316	01 Oct 2007	8013
733317	02 Oct 2007	8014
733318	03 Oct 2007	8015
733319	04 Oct 2007	8016
733320	05 Oct 2007	8017
733323	08 Oct 2007	8018
733324	09 Oct 2007	8019
733325	10 Oct 2007	8020
733326	11 Oct 2007	8021
733327	12 Oct 2007	8022
733330	15 Oct 2007	8023
733331	16 Oct 2007	8024
733332	17 Oct 2007	8025
733333	18 Oct 2007	8026
733334	19 Oct 2007	8027
733337	22 Oct 2007	8028
733338	23 Oct 2007	8029
733339	24 Oct 2007	8030
733340	25 Oct 2007	8031
733341	26 Oct 2007	8032
733344	29 Oct 2007	8033
733345	30 Oct 2007	8034
733346	31 Oct 2007	8035
733347	01 Nov 2007	8036
733348	02 Nov 2007	8037
733351	05 Nov 2007	8038
733352	06 Nov 2007	8039
733353	07 Nov 2007	8040
733354	08 Nov 2007	8041
733355	09 Nov 2007	8042
733358	12 Nov 2007	8043
733359	13 Nov 2007	8044
733360	14 Nov 2007	8045
733361	15 Nov 2007	8046
733362	16 Nov 2007	8047
733365	19 Nov 2007	8048
733366	20 Nov 2007	8049
733367	21 Nov 2007	8050
733369	23 Nov 2007	8051
733372	26 Nov 2007	8052
733373	27 Nov 2007	8053
733374	28 Nov 2007	8054
733375	29 Nov 2007	8055
733376	30 Nov 2007	8056
733379	03 Dec 2007	8057
733380	04 Dec 2007	8058
733381	05 Dec 2007	8059
733382	06 Dec 2007	8060
733383	07 Dec 2007	8061
733386	10 Dec 2007	8062
733387	11 Dec 2007	8063
733388	12 Dec 2007	8064
733389	13 Dec 2007	8065
733390	14 Dec 2007	8066
733393	17 Dec 2007	8067
733394	18 Dec 2007	8068
733395	19 Dec 2007	8069
733396	20 Dec 2007	8070
733397	21 Dec 2007	8071
733400	24 Dec 2007	8072
733402	26 Dec 2007	8073
733403	27 Dec 2007	8074
733404	28 Dec 2007	8075
733407	31 Dec 2007	8076
733409	02 Jan 2008	8077
733410	03 Jan 2008	8078
733411	04 Jan 2008	8079
733414	07 Jan 2008	8080
733415	08 Jan 2008	8081
733416	09 Jan 2008	8082
733417	10 Jan 2008	8083
733418	11 Jan 2008	8084
733421	14 Jan 2008	8085
733422	15 Jan 2008	8086
733423	16 Jan 2008	8087
733424	17 Jan 2008	8088
733425	18 Jan 2008	8089
733429	22 Jan 2008	8090
733430	23 Jan 2008	8091
733431	24 Jan 2008	8092
733432	25 Jan 2008	8093
733435	28 Jan 2008	8094
733436	29 Jan 2008	8095
733437	30 Jan 2008	8096
733438	31 Jan 2008	8097
733439	01 Feb 2008	8098
733442	04 Feb 2008	8099
733443	05 Feb 2008	8100
733444	06 Feb 2008	8101
733445	07 Feb 2008	8102
733446	08 Feb 2008	8103
733449	11 Feb 2008	8104
733450	12 Feb 2008	8105
733451	13 Feb 2008	8106
733452	14 Feb 2008	8107
733453	15 Feb 2008	8108
733457	19 Feb 2008	8109
733458	20 Feb 2008	8110
733459	21 Feb 2008	8111
733460	22 Feb 2008	8112
733463	25 Feb 2008	8113
733464	26 Feb 2008	8114
733465	27 Feb 2008	8115
733466	28 Feb 2008	8116
733467	29 Feb 2008	8117
733470	03 Mar 2008	8118
733471	04 Mar 2008	8119
733472	05 Mar 2008	8120
733473	06 Mar 2008	8121
733474	07 Mar 2008	8122
733477	10 Mar 2008	8123
733478	11 Mar 2008	8124
733479	12 Mar 2008	8125
733480	13 Mar 2008	8126
733481	14 Mar 2008	8127
733484	17 Mar 2008	8128
733485	18 Mar 2008	8129
733486	19 Mar 2008	8130
733487	20 Mar 2008	8131
733491	24 Mar 2008	8132
733492	25 Mar 2008	8133
733493	26 Mar 2008	8134
733494	27 Mar 2008	8135
733495	28 Mar 2008	8136
733498	31 Mar 2008	8137
733499	01 Apr 2008	8138
733500	02 Apr 2008	8139
733501	03 Apr 2008	8140
733502	04 Apr 2008	8141
733505	07 Apr 2008	8142
733506	08 Apr 2008	8143
733507	09 Apr 2008	8144
733508	10 Apr 2008	8145
733509	11 Apr 2008	8146
733512	14 Apr 2008	8147
733513	15 Apr 2008	8148
733514	16 Apr 2008	8149
733515	17 Apr 2008	8150
733516	18 Apr 2008	8151
733519	21 Apr 2008	8152
733520	22 Apr 2008	8153
733521	23 Apr 2008	8154
733522	24 Apr 2008	8155
733523	25 Apr 2008	8156
733526	28 Apr 2008	8157
733527	29 Apr 2008	8158
733528	30 Apr 2008	8159
733529	01 May 2008	8160
733530	02 May 2008	8161
733533	05 May 2008	8162
733534	06 May 2008	8163
733535	07 May 2008	8164
733536	08 May 2008	8165
733537	09 May 2008	8166
733540	12 May 2008	8167
733541	13 May 2008	8168
733542	14 May 2008	8169
733543	15 May 2008	8170
733544	16 May 2008	8171
733547	19 May 2008	8172
733548	20 May 2008	8173
733549	21 May 2008	8174
733550	22 May 2008	8175
733551	23 May 2008	8176
733555	27 May 2008	8177
733556	28 May 2008	8178
733557	29 May 2008	8179
733558	30 May 2008	8180
733561	02 Jun 2008	8181
733562	03 Jun 2008	8182
733563	04 Jun 2008	8183
733564	05 Jun 2008	8184
733565	06 Jun 2008	8185
733568	09 Jun 2008	8186
733569	10 Jun 2008	8187
733570	11 Jun 2008	8188
733571	12 Jun 2008	8189
733572	13 Jun 2008	8190
733575	16 Jun 2008	8191
733576	17 Jun 2008	8192
733577	18 Jun 2008	8193
733578	19 Jun 2008	8194
733579	20 Jun 2008	8195
733582	23 Jun 2008	8196
733583	24 Jun 2008	8197
733584	25 Jun 2008	8198
733585	26 Jun 2008	8199
733586	27 Jun 2008	8200
733589	30 Jun 2008	8201
733590	01 Jul 2008	8202
733591	02 Jul 2008	8203
733592	03 Jul 2008	8204
733596	07 Jul 2008	8205
733597	08 Jul 2008	8206
733598	09 Jul 2008	8207
733599	10 Jul 2008	8208
733600	11 Jul 2008	8209
733603	14 Jul 2008	8210
733604	15 Jul 2008	8211
733605	16 Jul 2008	8212
733606	17 Jul 2008	8213
733607	18 Jul 2008	8214
733610	21 Jul 2008	8215
733611	22 Jul 2008	8216
733612	23 Jul 2008	8217
733613	24 Jul 2008	8218
733614	25 Jul 2008	8219
733617	28 Jul 2008	8220
733618	29 Jul 2008	8221
733619	30 Jul 2008	8222
733620	31 Jul 2008	8223
733621	01 Aug 2008	8224
733624	04 Aug 2008	8225
733625	05 Aug 2008	8226
733626	06 Aug 2008	8227
733627	07 Aug 2008	8228
733628	08 Aug 2008	8229
733631	11 Aug 2008	8230
733632	12 Aug 2008	8231
733633	13 Aug 2008	8232
733634	14 Aug 2008	8233
733635	15 Aug 2008	8234
733638	18 Aug 2008	8235
733639	19 Aug 2008	8236
733640	20 Aug 2008	8237
733641	21 Aug 2008	8238
733642	22 Aug 2008	8239
733645	25 Aug 2008	8240
733646	26 Aug 2008	8241
733647	27 Aug 2008	8242
733648	28 Aug 2008	8243
733649	29 Aug 2008	8244
733653	02 Sep 2008	8245
733654	03 Sep 2008	8246
733655	04 Sep 2008	8247
733656	05 Sep 2008	8248
733659	08 Sep 2008	8249
733660	09 Sep 2008	8250
733661	10 Sep 2008	8251
733662	11 Sep 2008	8252
733663	12 Sep 2008	8253
733666	15 Sep 2008	8254
733667	16 Sep 2008	8255
733668	17 Sep 2008	8256
733669	18 Sep 2008	8257
733670	19 Sep 2008	8258
733673	22 Sep 2008	8259
733674	23 Sep 2008	8260
733675	24 Sep 2008	8261
733676	25 Sep 2008	8262
733677	26 Sep 2008	8263
733680	29 Sep 2008	8264
733681	30 Sep 2008	8265
733682	01 Oct 2008	8266
733683	02 Oct 2008	8267
733684	03 Oct 2008	8268
733687	06 Oct 2008	8269
733688	07 Oct 2008	8270
733689	08 Oct 2008	8271
733690	09 Oct 2008	8272
733691	10 Oct 2008	8273
733694	13 Oct 2008	8274
733695	14 Oct 2008	8275
733696	15 Oct 2008	8276
733697	16 Oct 2008	8277
733698	17 Oct 2008	8278
733701	20 Oct 2008	8279
733702	21 Oct 2008	8280
733703	22 Oct 2008	8281
733704	23 Oct 2008	8282
733705	24 Oct 2008	8283
733708	27 Oct 2008	8284
733709	28 Oct 2008	8285
733710	29 Oct 2008	8286
733711	30 Oct 2008	8287
733712	31 Oct 2008	8288
733715	03 Nov 2008	8289
733716	04 Nov 2008	8290
733717	05 Nov 2008	8291
733718	06 Nov 2008	8292
733719	07 Nov 2008	8293
733722	10 Nov 2008	8294
733723	11 Nov 2008	8295
733724	12 Nov 2008	8296
733725	13 Nov 2008	8297
733726	14 Nov 2008	8298
733729	17 Nov 2008	8299
733730	18 Nov 2008	8300
733731	19 Nov 2008	8301
733732	20 Nov 2008	8302
733733	21 Nov 2008	8303
733736	24 Nov 2008	8304
733737	25 Nov 2008	8305
733738	26 Nov 2008	8306
733740	28 Nov 2008	8307
733743	01 Dec 2008	8308
733744	02 Dec 2008	8309
733745	03 Dec 2008	8310
733746	04 Dec 2008	8311
733747	05 Dec 2008	8312
733750	08 Dec 2008	8313
733751	09 Dec 2008	8314
733752	10 Dec 2008	8315
733753	11 Dec 2008	8316
733754	12 Dec 2008	8317
733757	15 Dec 2008	8318
733758	16 Dec 2008	8319
733759	17 Dec 2008	8320
733760	18 Dec 2008	8321
733761	19 Dec 2008	8322
733764	22 Dec 2008	8323
733765	23 Dec 2008	8324
733766	24 Dec 2008	8325
733768	26 Dec 2008	8326
733771	29 Dec 2008	8327
733772	30 Dec 2008	8328
733773	31 Dec 2008	8329
733775	02 Jan 2009	8330
733778	05 Jan 2009	8331
733779	06 Jan 2009	8332
733780	07 Jan 2009	8333
733781	08 Jan 2009	8334
733782	09 Jan 2009	8335
733785	12 Jan 2009	8336
733786	13 Jan 2009	8337
733787	14 Jan 2009	8338
733788	15 Jan 2009	8339
733789	16 Jan 2009	8340
733793	20 Jan 2009	8341
733794	21 Jan 2009	8342
733795	22 Jan 2009	8343
733796	23 Jan 2009	8344
733799	26 Jan 2009	8345
733800	27 Jan 2009	8346
733801	28 Jan 2009	8347
733802	29 Jan 2009	8348
733803	30 Jan 2009	8349
733806	02 Feb 2009	8350
733807	03 Feb 2009	8351
733808	04 Feb 2009	8352
733809	05 Feb 2009	8353
733810	06 Feb 2009	8354
733813	09 Feb 2009	8355
733814	10 Feb 2009	8356
733815	11 Feb 2009	8357
733816	12 Feb 2009	8358
733817	13 Feb 2009	8359
733821	17 Feb 2009	8360
733822	18 Feb 2009	8361
733823	19 Feb 2009	8362
733824	20 Feb 2009	8363
733827	23 Feb 2009	8364
733828	24 Feb 2009	8365
733829	25 Feb 2009	8366
733830	26 Feb 2009	8367
733831	27 Feb 2009	8368
733834	02 Mar 2009	8369
733835	03 Mar 2009	8370
733836	04 Mar 2009	8371
733837	05 Mar 2009	8372
733838	06 Mar 2009	8373
733841	09 Mar 2009	8374
733842	10 Mar 2009	8375
733843	11 Mar 2009	8376
733844	12 Mar 2009	8377
